"id_evento","data_publicacao","fonte","titulo","pagina","municipio","localidade","tipo_camada","dimensao_analitica","tipo_relacao_variavel","codigo_variavel","nivel_criticidade","observacao","aproximacao_variavel","nota_analista","cod_loteamento","nivel_confianca_loteamento","papel_no_ciclo","id_caso_pressao","entra_ipst"
"TL_20260103_002","2026-01-03","Tribuna Liberal","Sabesp aplica nova tarifa de agua e esgoto em Hortolandia a partir de 1 jan 2026","4","Hortolândia","nao_identificado","PRESSAO_SOCIAL","renda_trabalho","direta","SMIDS_EXT","media","dado_auditavel","","Tarifa residencial media: R$6,40/m3 (vigencia 1jan2026). Sabesp contrasta com R$7,36 projetado no modelo estatal anterior (-15%). Pressao sobre orcamento familiar dos beneficiarios CadUnico. Contexto analitico: coincide com persistencia do odor ETE Jatoba (E1) — populacao paga mais por servico cuja qualidade nao melhorou. R23: recorrencia anual de reajustes. Serie estruturavel por semestre. | edicao=9642","nao_identificado","baixo","agravamento","RT_TARIFAS_SABESP_2026","sim"
"TL_20260103_003","2026-01-03","Tribuna Liberal","Policia Civil apura morte de bebe de um mes no Hospital Municipal de Hortolandia","4","Hortolândia","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","dado_auditavel","","Bebe masculino; 1 mes e 23 dias; entrada sem sinais vitais no HM Mario Covas em 31/12/2025. Hipotese medica: broncoaspiracao. BO registrado; corpo encaminhado ao IML de Americana. R21 aplicado: morte verificada → nunca contextual → direta. R25: evento individual aceito como proxy de mortalidade infantil (fenomeno coletivo estrutural) — condicional. Monitorar recorrencia; promover entra_ipst a sim se falha sistemica no cuidado neonatal for confirmada. | edicao=9642","nao_identificado","baixo","emergencia","","avaliar"
"TL_20260103_004","2026-01-03","Tribuna Liberal","Tarifas do transporte metropolitano sofrem reajuste e impactam regiao","3","Regional","Regional","IVS","infraestrutura_urbana","direta","SMIDS_EXT","media","dado_auditavel","IU_03","Vigencia 6jan2026. Hortolandia-Campinas: R$6,50; Monte Mor-Hortolandia-Campinas: R$6,70. Afeta populacao CadUnico no deslocamento trabalho-residencia. Candidato canonico Condicao B: impacto coletivo + mensuracao + serie anual. Analogo ao E18 do corpus dez/2025-jan/2026 (referencia canonica Secao 24 v10.2). IU_03 como aproximacao de proxy de custo de mobilidade urbana. | edicao=9642","nao_identificado","baixo","agravamento","IU_TRANSPORTE_METROPOLITAN_2025","sim"
"TL_20260103_005","2026-01-03","Tribuna Liberal","Charge - Salario minimo passou a ser R$ 1.621","1","Hortolândia","nao_identificado","IVS","renda_trabalho","direta","RT_01","baixa","dado_auditavel","","Salario minimo nacional jan/2026: R$1.621. Input direto para calibracao de RT_01 (renda per capita CadUnico). Charge ironiza o reajuste como insuficiente ('passinho pra frente'). Nao gera ciclo local de pressao; alimenta o modelo IVS-H como dado estrutural. R22 nao se aplica (IVS; nao GOVERNANCA). | edicao=9642","nao_identificado","baixo","nao_aplicavel","","nao"
"TL_20260103_006","2026-01-03","Tribuna Liberal","Alertas da Defesa Civil entram na rotina e contribuem com prevencao de desastres","3","Regional","Regional","GOVERNANCA","infraestrutura_urbana","indireta","GOV_ESTADUAL","baixa","dado_auditavel","","Cell Broadcast ativo desde dez/2024. 216 alertas no primeiro ano; pico fev/2025 (59 alertas). 6.800 disparos SMS no Estado. R22 satisfeita: acao preventiva estrutural sem gatilho de pressao especifico. Relevancia para Hortolandia: municipio sujeito a temporais com impacto sobre saneamento e mobilidade (interface IU). | edicao=9642","nao_identificado","baixo","nao_aplicavel","","nao"
"TL_20260103_007","2026-01-03","Tribuna Liberal","Homem morre depois de atropelamento na Rodovia Zeferino Vaz em Paulinia","7","Paulínia","Regional","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","dado_auditavel","","Vitima: homem 57 anos; ciclista; km 119 SP-332; atropelado em trecho de baixa iluminacao em 31/12/2025. Motorista sem alcool; veiculo recolhido por falta de licenciamento. Bicicleta apreendida; familiares acionados. R21: morte → nunca contextual → direta. R14 satisfeita: trabalhadores de Hortolandia utilizam SP-332 no deslocamento trabalho-residencia (perfil CadUnico). Ciclo CH_MORTES_TRANSITO_REGIONAL_2025 iniciado; ver E4 corpus 26/04/2026 para contexto de queda posterior. | edicao=9642","nao_identificado","baixo","emergencia","CH_MORTES_TRANSITO_REGIONAL_2025","sim"
"TL_20260103_008","2026-01-03","Tribuna Liberal","Artur inaugura 2026 como 1o bebe nascido em Hortolandia","6","Hortolândia","Jardim Amanda 2","CONTEXTO","capital_humano","contextual","SMIDS_EXT","baixa","caso_ilustrativo","","Narrativa celebratoria. Mae: Syang Vitoria; 23 anos; Jardim Amanda 2. Relevancia territorial: confirma populacao jovem em loteamento de alta concentracao CadUnico (dados internos SMIDS). Perfil de risco potencial: mae de 23 anos com neonato = familia candidata a beneficios. Nao gera ciclo de pressao; mantido por valor de rastreabilidade territorial. | edicao=9642","jd_amanda_2","alto","nao_aplicavel","","nao"
"TL_20260104_001","2026-01-04","Tribuna Liberal","Justica manda reu para Tribunal do Juri por matar mulher na presenca dos proprios filhos em Hortolandia","1/4","Hortolândia","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","dado_auditavel","","Femicidio de Jacira Martins dos Santos; executada a tiros dentro de casa na presenca do marido e dos filhos. Acusado: ex-parceiro; motivo futil (inconformismo com fim do relacionamento). 2a Vara Criminal: provas de materialidade (BO; laudos periciais; necropsia; analise de municoes); indícios de autoria solidos; prisao preventiva mantida. Dois qualificadores: motivo futil + recurso que impediu defesa. R21: violencia letal → nunca contextual → direta. Data exata do crime nao identificada na materia; decisao judicial jan/2026. Segundo caso confirmado do ciclo CH_VIOLENCIA_GENERO_2025. | edicao=9643","nao_identificado","baixo","agravamento","CH_VIOLENCIA_GENERO_2025","sim"
"TL_20260104_002","2026-01-04","Tribuna Liberal","Ana Perugini garante R$ 6 mi para saude de Hortolandia e faz historia","1/5","Hortolândia","nao_identificado","GOVERNANCA","capital_humano","indireta","GOV_ESTADUAL","baixa","dado_auditavel","","Emendas parlamentares de Ana Perugini (PT-SP): R$6M custeio saude + R$253,3k cultura + R$246,6k assistencia social = R$6,5M para Hortolandia. Monte Mor: R$1,5M (saude). Nova Odessa: R$300k. Total estado: R$13,3M. R22 satisfeita: Frente Parlamentar Sistema Cross/SUS criada 2023; 10 audiencias publicas (7 em 2025; 1 em Hortolandia); pressao identificada = fila de espera consultas/exames/cirurgias SUS. Complementar: abertura da 1a sala fisica da Procuradoria Especial das Mulheres (Alesp) em 25/nov/2025 — resposta institucional ao ciclo CH_VIOLENCIA_GENERO_2025. Dados no Portal Transparencia SP. | edicao=9643","nao_identificado","baixo","resposta","CH_FILA_SUS_2025","nao"
"TL_20260104_003","2026-01-04","Tribuna Liberal","Hortolandia entrega quase 5.6 mil kits de maternidade — Programa Cuidar","4","Hortolândia","Remanso Campineiro","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","","Programa Cuidar (Prefeitura Hortolandia): 5.586 kits entregues out/2022–dez/2025; 160 kits em dezembro/2025 (2 para gestantes de gemeos); 220 participantes na cerimonia. Secretarias envolvidas: SMIDS (acompanhamento mensal) + Saude (projeto Amigos do Peito). Unidades territoriais mencionadas: cerimonia na EMEF Prof. Marleciene P. Presta Bonfim (Remanso Campineiro); pre-natal no CAISM (Jd. Green Park) e UBS (Pq. Orestes Ongaro); moradora citada do Jd. Nova America. Relevancia SMIDS: Secretaria de Inclusao e co-participante ativa; este programa confirma capilaridade territorial de Hortolandia em saude materno-infantil. | edicao=9643","remanso_campineiro","alto","nao_aplicavel","","nao"
"TL_20260104_004","2026-01-04","Tribuna Liberal","Regiao encerra 2025 com aumento de mortes e casos do virus Influenza","1/8","Regional","Regional","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alta","dado_auditavel","","Balanco regional 2025: 33 mortes e 280 casos em 6 cidades; +22,2% nos obitos vs ago/2025 (27→33). Hortolandia: 5 mortes e 45 casos. Ranking regional mortes: Sumare=8; Americana=8; Paulinia=8; Monte Mor=4; Hortolandia=5; Nova Odessa=0. Ranking casos: Americana=73; Sumare=61; Paulinia=49; Hortolandia=45; Nova Odessa=33; Monte Mor=19. R20: progressao documentada na propria materia (27 em ago → 33 no fechamento). Especialistas alertam continuidade no verao. Vacinacao disponivel nas UBSs de Hortolandia. Serie anual estruturavel. | edicao=9643","nao_identificado","baixo","agravamento","CH_INFLUENZA_REGIONAL_2025","sim"
"TL_20260104_005","2026-01-04","Tribuna Liberal","Populacao deve redobrar cuidados contra Aedes em Hortolandia","8","Hortolândia","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alta","dado_auditavel","","ADL fim de 2025 realizada pela UVZ (Secretaria de Saude). Indice de Breteau: 5.2 (alto; 5.5 em 2024). Equipes constataram grande numero de larvas em residencias. GOV_MUNICIPAL: projeto-piloto armadilhas Aedes ativo desde marco/2025 (Min. Saude); vacinacao para 6-16 anos disponivel nas UBSs. Relacao causal com E3 da ed. 9642 (87 casos reportados no dia seguinte): ADL e o dado entomologico que explica a explosao de casos. Interface com IU: agua parada relacionada a saneamento inadequado. Descarte em PEVs e LEVs promovido como resposta preventiva. | edicao=9643","nao_identificado","baixo","agravamento","CH_DENGUE_2026","sim"
"TL_20260104_006","2026-01-04","Tribuna Liberal","Apos acoes de preservacao; Sistema Cantareira se mantém acima de 20%","6","Regional","Regional","PRESSAO_SOCIAL","infraestrutura_urbana","direta","SMIDS_EXT","alta","dado_auditavel","IU_01","Cantareira: 20.18% do volume util em jan/2026; limite minimo 20%. Faixa 4 de Restricao mantida (ANA + SP Aguas). Contexto: 2025 = pior ano de chuvas em 10 anos; consumo de agua +60% pelo calor intenso. Sabesp: R$300M em obras; bombeamento do Itapanhaú (+17% no Alto Tiete; 22M pessoas beneficiadas). SIM: reducao noturna de pressao economizou 57 bilhoes de litros. Relevancia para Hortolandia: municipio abastecido pelo sistema Sabesp/Cantareira; impacto desproporcional sobre populacao CadUnico em territorios com menor resiliencia hidrica. Interface direta com E2 da ed. 9642 (tarifa de agua sobe no mesmo cenario de restricao). | edicao=9643","nao_identificado","baixo","agravamento","IU_ESCASSEZ_HIDRICA_2025","sim"
"TL_20260107_001","2026-01-07","Tribuna Liberal","Feminicidio de Rayana Raissa Albuquerque de Matos; 21 anos; em Hortolandia — relatado em Carta Aberta da Procuradoria Especial das Mulheres ALESP","2","Hortolândia","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","dado_auditavel","","Rayana Raissa Albuquerque de Matos; 21 anos; assassinada dentro de casa na presenca do proprio filho. Fonte: Carta Aberta institucional da Procuradoria Especial das Mulheres (Alesp); Ana Perugini; publicada na ed. 9645. R21: violencia letal → nunca contextual → direta. Terceiro caso no ciclo CH_VIOLENCIA_GENERO_2025 (E1 ed.9643 = Jacira Martins; E1 ed.9645 = Rayana). Crime posterior ao fechamento do corpus desta semana; data exata nao identificada. Carta nomeia o caso como 'nao episodio isolado' — sinal de sistematicidade reconhecida institucionalmente. | edicao=9645","nao_identificado","baixo","agravamento","CH_VIOLENCIA_GENERO_2025","sim"
"TL_20260107_002","2026-01-07","Tribuna Liberal","Omissao GOV_ESTADUAL: 70% do orcamento para politicas de mulheres nao executado em 2025 em SP","2","Hortolândia","nao_identificado","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alta","dado_auditavel","","70% do orcamento da Secretaria de Politicas para a Mulher (SP) nao executado em 2025. DDMs operando apenas em horario comercial (violacao da lei federal que exige 24h). Programas de acolhimento; protecao; capacitacao e autonomia economica paralisados ou subfinanciados. Fonte: Carta Aberta institucional Procuradoria Especial Mulheres (Alesp). Secao 21 v10.2: PRESSAO_SOCIAL (tratamento de PRESSAO_INSTITUCIONAL → omissao sistemica que amplifica ciclo CH_VIOLENCIA_GENERO). Dado auditavel pelo Portal Transparencia SP. R23: % de execucao orcamentaria e agregavel em serie anual. | edicao=9645","nao_identificado","baixo","agravamento","CH_VIOLENCIA_GENERO_2025","sim"
"TL_20260107_003","2026-01-07","Tribuna Liberal","Hortolandia entrega 11 novos campos de futebol society; meta de 18 espacos esportivos publicos","1/7","Hortolândia","Jd. Santa Clara / Jd. Amanda","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","","12 campos instalados (meta: 18). Inauguracoes recentes dez/2025: Jd. Santa Clara (maior campo da cidade; R. Pedro Pereira dos Santos; recuperacao alambrados + LED + academia) e Jd. Amanda (parque socioambiental; cercado por playgrounds; academia; pista de caminhada). Mapa completo dos campos existentes (dado territorial valioso para correlacao CadUnico): Jd. Santa Clara do Lago; Remanso Campineiro; Jd. Nova America; Jd. Santa Izabel; Jd. Minda; Jd. Alvorada (Arena); Jd. Novo Angulo (Praca Cidadania); Jd. Adelaide; Parque Gabriel (Lago da Fe); Jd. Santa Rita; Praca da Penha. Campo Jd. Amanda (novo parque socioambiental) conecta-se ao contexto da ed.9635 (E2 academia ao ar livre + fase 2 entregue em junho/2026). | edicao=9645","jd_santa_clara","alto","nao_aplicavel","","nao"
"TL_20260107_004","2026-01-07","Tribuna Liberal","Equipes da Prefeitura de Hortolandia removem dispositivos vandalizados no Parque Socioambiental Lago da Fe","4","Hortolândia","Parque Gabriel","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","sinal_smids_ext","","Aparelhos de academia ao ar livre e playground do Parque Socioambiental Lago da Fe (Parque Gabriel) removidos para conserto apos vandalismo. ~10 pracas/semana recebem zeladoria. 100+ espacos publicos na cidade. Zeladoria adicional: canteiros Av. Anhanguera e Av. Sao Francisco de Assis; areas verdes Jds. Sao Sebastiao/Interlagos; entorno OAPE; Jd. Santa Clara do Lago; Jd. Mirante. Nota analitica: vandalismo de equipamentos publicos e sinal de pressao social sobre o territorio — monitorar recorrencia para avaliar abertura de ciclo CH_VANDALISMO_ESPACOS_PUBLICOS. | edicao=9645","parque_gabriel","alto","nao_aplicavel","","nao"
"TL_20260107_005","2026-01-07","Tribuna Liberal","Mulher desaparecida encontrada desorientada em praca do Jardim Nova Hortolandia","7","Hortolândia","Jardim Nova Hortolândia","CONTEXTO","capital_humano","contextual","SMIDS_EXT","baixa","caso_ilustrativo","","Kamila Dias; 38 anos; desaparecida desde 03/01/2026; encontrada 06/01 pela Romu em praca do Jd. Nova Hortolandia. Apresentava sinais de desorientacao. Encaminhada ao HM Mario Covas; liberada apos avaliacao (sem internacao). Entregue aos familiares. R25: evento individual — aceito como CONTEXTO; monitorar recorrencia de casos de saude mental/desorientacao para avaliar promocao a PRESSAO_SOCIAL (proxy de vulnerabilidade em saude mental no territorio). | edicao=9645","jd_nova_hortolandia","alto","nao_aplicavel","","nao"
"TL_20260107_006","2026-01-07","Tribuna Liberal","Homem preso com drogas apos sair de Uber no Jardim Adelaide; Hortolandia","9","Hortolândia","Jardim Adelaide","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","dado_auditavel","","148g maconha + 46g cocaina + 8g dry + 10g crack + R$2.315 em especie (Rua Paulo Roberto Soares; Jd. Adelaide; 05/01/2026). Suspeito confessou funcao de 'coletor de dinheiro' de rede de trafico — nao ator solitario; indicativo de organizacao criminal estruturada. R25: trafico organizado e fenomeno coletivo com impacto direto sobre populacao vulneravel do territorio. R24: diferente do caso canonico de exclusao (acougue/E13); trafico organizado tem efeito sistemico verificavel. Jd. Adelaide ja consta no mapa dos campos society (E3) — loteamento de alta concentracao CadUnico confirmado. | edicao=9645","jd_adelaide","alto","agravamento","CH_TRAFICO_HORTOLANDIA_2026","avaliar"
"TL_20260108_001","2026-01-08","Tribuna Liberal","Ranking da Veja coloca Hortolandia entre as Melhores Cidades do Brasil 2025","1/7","Hortolândia","nao_identificado","GOVERNANCA","multidimensional","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","","R05 (multidimensional): atuacao simultanea documentada em 4 dimensoes — fiscal; economica; social e digital. Rankings especificos: 5a em Indicadores Digitais; 8a em Atencao ao Jovem; 10a em Mobilidade Digital; 12a em Renda e Emprego; 19a em Acesso ao Conhecimento; 20a em Educacao (cidades grande porte). Dados IVS-relevantes documentados: 99%+ rede coletora de esgoto; 100% tratamento; 21 usinas solar; iluminacao 100% LED; 60km ciclofaixas; 18 parques previstos (7 novos); 8 onibus eletricos (contrato federal). Estudo Austin Rating/Veja Negocios ed.20 (nov/2025). As posicoes em Renda e Emprego (RT) e Educacao (CH) sao proxies diretos do IVS-H. | edicao=9646","nao_identificado","baixo","nao_aplicavel","","nao"
"TL_20260108_002","2026-01-08","Tribuna Liberal","Regiao abriga ao menos 524 venezuelanos; Hortolandia concentra 106","1/5","Hortolândia","nao_identificado","PRESSAO_SOCIAL","renda_trabalho","direta","SMIDS_EXT","media","dado_auditavel","","106 venezuelanos em Hortolandia (IBGE Censo 2022 + dados de prefeituras); 2a maior concentracao regional (1a = Americana com 342). Total regional: 524 residentes desde 2017. Concentracao em areas urbanas; trabalho informal; demanda por saude; educacao e assistencia social. R25: fenomeno coletivo; recorrente; mensuravel. Contexto geopolitico jan/2026: prisao de Maduro pelos EUA → potencial nova onda migratoria para regioes do interior paulista ja com comunidades estabelecidas. Interface CadUnico: migrantes em situacao de vulnerabilidade tendem a estar subenregistrados mas elegíveis a beneficios. R23: serie estruturavel anualmente (Censo + dados prefeituras). | edicao=9646","nao_identificado","baixo","agravamento","CH_MIGRACAO_VENEZOLANA_2025","sim"
